account_id,profile_url,username,display_name,bio,category,intel_value_score,classification_reason
1254084570275655680,https://twitter.com/i/user/1254084570275655680,@DefenceU,Defense of Ukraine,Ukraine defense.,OSINT,88,Known OSINT account
1247017297098575874,https://twitter.com/i/user/1247017297098575874,@Tatarigami_UA,Tatarigami,Ukrainian OSINT.,OSINT,85,Known OSINT account
1747318135542128643,https://twitter.com/i/user/1747318135542128643,@GeoConfirmed,GeoConfirmed,Geolocation.,OSINT,86,Known OSINT account
1559556660640849921,https://twitter.com/i/user/1559556660640849921,@UAControlMap,Ukraine Control Map,Conflict mapping.,OSINT,85,Known OSINT account
1496209819065327624,https://twitter.com/i/user/1496209819065327624,@NOELreports,NOELreports,Conflict analysis.,OSINT,84,Known OSINT account
15147301,https://twitter.com/i/user/15147301,@AricToler,Aric Toler,Bellingcat researcher.,OSINT,88,Known OSINT account
1498973278744031232,https://twitter.com/i/user/1498973278744031232,@UAControlMap,Ukraine Control Map,Conflict mapping.,OSINT,85,Known OSINT account
1668983618012684288,https://twitter.com/i/user/1668983618012684288,@Blue_Sauron,Blue Sauron,OSINT analyst.,OSINT,82,Known OSINT account
1496827586143477766,https://twitter.com/i/user/1496827586143477766,@KaptainKhan,Kaptain Khan,Military OSINT.,OSINT,82,Known OSINT account
841694471293173760,https://twitter.com/i/user/841694471293173760,@IntelCrab,Intel Crab,OSINT.,OSINT,83,Known OSINT account
2213444748,https://twitter.com/i/user/2213444748,@OSINTdefender,OSINT Defender,Defense OSINT.,OSINT,90,Known OSINT account
24876649,https://twitter.com/i/user/24876649,@EliotHiggins,Eliot Higgins,Bellingcat founder.,OSINT,90,Known OSINT account
910305551220826113,https://twitter.com/i/user/910305551220826113,@DefenceHQ,Defence HQ,Defense intelligence.,OSINT,85,Known OSINT account
47562921,https://twitter.com/i/user/47562921,@AricToler,Aric Toler,Bellingcat.,OSINT,88,Known OSINT account
1472073227698462721,https://twitter.com/i/user/1472073227698462721,@KyivIndependent,Kyiv Independent,News from Ukraine.,JOURNALIST,82,Known JOURNALIST account
731808469301493760,https://twitter.com/i/user/731808469301493760,@wartranslated,WarTranslated,Conflict translation.,OSINT,85,Known OSINT account
1722264444322111488,https://twitter.com/i/user/1722264444322111488,@GeoConfirmed,GeoConfirmed,Geolocation.,OSINT,86,Known OSINT account
1612241232842919937,https://twitter.com/i/user/1612241232842919937,@UAControlMap,Ukraine Control Map,Conflict mapping.,OSINT,85,Known OSINT account
1518640043786739713,https://twitter.com/i/user/1518640043786739713,@NOELreports,NOELreports,Conflict analysis.,OSINT,84,Known OSINT account
62603893,https://twitter.com/i/user/62603893,@AricToler,Aric Toler,Bellingcat.,OSINT,88,Known OSINT account
1480304164337033217,https://twitter.com/i/user/1480304164337033217,@Blue_Sauron,Blue Sauron,OSINT analyst.,OSINT,82,Known OSINT account
4185606557,https://twitter.com/i/user/4185606557,@KaptainKhan,Kaptain Khan,Military OSINT.,OSINT,82,Known OSINT account
